id,name,type,description,human_readable_id,graph_embedding,text_unit_ids,description_embedding
d4ca301abcba4808a4f38ac4c6d8b76c,15118-3:A.9,DOCUMENT_SECTION,A section in the ISO 15118-3 document,88,,['957d79ac926c7c8c427f6425d51c58b8'],"[-0.00735487  0.01649555 -0.00033525 ... -0.02189264  0.00661079
 -0.03206512]"
73e120871ce7483dbb6d4cead4ed8395,V2G3-A09-04,REQUIREMENT,A specific requirement referenced in the document,89,,['957d79ac926c7c8c427f6425d51c58b8'],"[-0.00035737 -0.00290896  0.00127611 ... -0.02803274 -0.0042976
  0.00102939]"
6f1a122e6bec45f58a2a99e320ac96ed,V2G3-A09-05,REQUIREMENT,A specific requirement referenced in the document,90,,['957d79ac926c7c8c427f6425d51c58b8'],"[-0.00091909 -0.00171153  0.00233482 ... -0.02729117 -0.00284644
  0.00032664]"
5e1fc8a545364cb298757468cfa23512,V2G3-A09-18,REQUIREMENT,A specific requirement referenced in the document,91,,['3cbb86ac163ea9e314b953dbf0af5de4' '957d79ac926c7c8c427f6425d51c58b8'],"[-0.00310074 -0.00186411  0.00460938 ... -0.02704883 -0.00181071
  0.00253166]"
834eeba0405a49d1b7cedc69b0f1c685,V2G3-A08-01,REQUIREMENT,A specific requirement referenced in the document,92,,['957d79ac926c7c8c427f6425d51c58b8'],"[-0.00198669 -0.00230895 -0.00066195 ... -0.02664423 -0.00254981
 -0.00066901]"
361caaa0099940e3a4296ea80b983f17,V2G3-A09-07,REQUIREMENT,A specific requirement referenced in the document,93,,['957d79ac926c7c8c427f6425d51c58b8'],"[-0.000818   -0.00160926  0.00133269 ... -0.02699137 -0.00229106
 -0.00099095]"
74c84ce004e44aae9889da7324aecd3a,V2G3-A09-08,REQUIREMENT,A specific requirement referenced in the document,94,,['957d79ac926c7c8c427f6425d51c58b8'],"[-0.00272157 -0.00313256  0.00100994 ... -0.02635694 -0.00375573
  0.00075014]"
07cba1ebb5d1484994271979f7566846,V2G3-A09-09,REQUIREMENT,A specific requirement referenced in the document,95,,['957d79ac926c7c8c427f6425d51c58b8'],"[-0.00057437 -0.00353538  0.00094299 ... -0.02627046 -0.00455501
 -0.0009963 ]"
4d45f7d1ed0c4e6eb8c8266327eb0911,V2G3-A09-10,REQUIREMENT,A specific requirement referenced in the document,96,,['957d79ac926c7c8c427f6425d51c58b8'],"[-0.00015876 -0.00795597  0.00162373 ... -0.02858304 -0.00373227
  0.00044536]"
6d3f1f6e499c45c8bc074f8aee4efddd,V2G3-M06-13,REQUIREMENT,A specific requirement referenced in the document,97,,['957d79ac926c7c8c427f6425d51c58b8'],"[ 0.00191385  0.00016596  0.00032628 ... -0.024222   -0.00283737
 -0.00075026]"
bd926ed5f0e84c8c9467d0d7ce9b3fbf,V2G3-A09-01,REQUIREMENT,"The entity ""V2G3-A09-01"" is a specific requirement referenced in the document.",98,,"['1665ff673abe57f406cf7a5a48bacc00' '1cfc5b3783ecea8b1b50c0cf0b9da1d4'
 '3cbb86ac163ea9e314b953dbf0af5de4' '801f1b08acd1dd21d9f7c71417653091'
 '957d79ac926c7c8c427f6425d51c58b8' '9d51da4c009f3383f6178ae36d391c61']","[-0.00119636 -0.0116381   0.00926887 ... -0.02859187 -0.01314823
  0.00168212]"
5648f138aac0421281fed13d648a875d,V2G3-A09-17,REQUIREMENT,"""V2G3-A09-17"" is a specific requirement referenced in the document.",99,,"['1665ff673abe57f406cf7a5a48bacc00' '1cfc5b3783ecea8b1b50c0cf0b9da1d4'
 '3cbb86ac163ea9e314b953dbf0af5de4' '801f1b08acd1dd21d9f7c71417653091'
 '957d79ac926c7c8c427f6425d51c58b8' '9d51da4c009f3383f6178ae36d391c61']","[-0.0054365  -0.00558631  0.0062022  ... -0.03022867 -0.00986094
 -0.00407821]"
672c7ff1985c460a8ebedcf73d0f253d,ISO_15118-5:2018(E),STANDARD,An ISO standard referenced in the document,100,,"['1665ff673abe57f406cf7a5a48bacc00' '1cfc5b3783ecea8b1b50c0cf0b9da1d4'
 '3cbb86ac163ea9e314b953dbf0af5de4' '801f1b08acd1dd21d9f7c71417653091'
 '813b4f67ab4a26af5abc0fd23a1be814' '957d79ac926c7c8c427f6425d51c58b8'
 '9d51da4c009f3383f6178ae36d391c61' 'a882a8d895c3ca8c3bfe5dc8610f46bb'
 'b5864dde590dd2593deadbe32d3b3c2b']","[ 0.00141123  0.0080791   0.00377851 ... -0.02066108  0.00716547
 -0.04411526]"
3abc52a23d46461abd9b3264a67e5d06,CF_05_002,CONFIGURATION,"""CF_05_002"" is a specific configuration identifier referenced and mentioned multiple times within the document. It serves as a configuration ID used in the context of the document, indicating its importance and relevance to the content discussed.",101,,"['1665ff673abe57f406cf7a5a48bacc00' '1cfc5b3783ecea8b1b50c0cf0b9da1d4'
 '3cbb86ac163ea9e314b953dbf0af5de4' '801f1b08acd1dd21d9f7c71417653091'
 '957d79ac926c7c8c427f6425d51c58b8' '9d51da4c009f3383f6178ae36d391c61'
 'a882a8d895c3ca8c3bfe5dc8610f46bb' 'b5864dde590dd2593deadbe32d3b3c2b']","[-0.01283127  0.00774003 -0.00358051 ... -0.00011012 -0.01521385
 -0.00951697]"
6897e24f13874818883c6eb0a23f4bc0,PICS_SELECTION,TECHNICAL_TERM,A selection parameter used in the context of the document,102,,"['3cbb86ac163ea9e314b953dbf0af5de4' '801f1b08acd1dd21d9f7c71417653091'
 '957d79ac926c7c8c427f6425d51c58b8' 'a882a8d895c3ca8c3bfe5dc8610f46bb'
 'b5864dde590dd2593deadbe32d3b3c2b']","[-0.02878132  0.01411697  0.03851915 ... -0.00620498  0.01856813
 -0.03134543]"
982f3e1214854bceba735df156e1d624,PIXIT_SELECTION,TECHNICAL_TERM,A selection parameter used in the context of the document,103,,"['3cbb86ac163ea9e314b953dbf0af5de4' '801f1b08acd1dd21d9f7c71417653091'
 '957d79ac926c7c8c427f6425d51c58b8' 'a882a8d895c3ca8c3bfe5dc8610f46bb'
 'b5864dde590dd2593deadbe32d3b3c2b']","[-0.01721563  0.01239047  0.02148432 ... -0.00468076  0.01253839
 -0.04564537]"
0f875f6415974073bcc56ac55324ccbb,PRECONDITION,TECHNICAL_TERM,A condition that must be met before a test or procedure can proceed,104,,"['3cbb86ac163ea9e314b953dbf0af5de4' '801f1b08acd1dd21d9f7c71417653091'
 '957d79ac926c7c8c427f6425d51c58b8' 'a882a8d895c3ca8c3bfe5dc8610f46bb']","[ 0.00949741 -0.00198223 -0.00172469 ... -0.00563597  0.00685887
 -0.00089142]"
84f4bd0aba68449eb8a5c0d190ad8b11,F_EVCC_CMN_PR_DUTYCYCLE_001,TEST_CASE,"""F_EVCC_CMN_PR_DUTYCYCLE_001"" is a specific test case related to the EVCC common duty cycle functionality. This test case focuses on evaluating the performance and compliance of the Electric Vehicle Communication Controller (EVCC) in managing the duty cycle, ensuring it adheres to the necessary standards and regulatory requirements. The test case is crucial for validating the EVCC's ability to maintain consistent and reliable communication, which is essential for the efficient operation of electric vehicle charging systems.",105,,"['1cfc5b3783ecea8b1b50c0cf0b9da1d4' '801f1b08acd1dd21d9f7c71417653091'
 '957d79ac926c7c8c427f6425d51c58b8']","[ 0.00471399 -0.00743949 -0.0164086  ...  0.01129829  0.00613237
 -0.0348196 ]"
803828ce7de840dc9508153ce96c8871,EXPECTED_BEHAVIOR,TECHNICAL_TERM,The anticipated outcome or response in a given test scenario,106,,"['1665ff673abe57f406cf7a5a48bacc00' '3cbb86ac163ea9e314b953dbf0af5de4'
 '957d79ac926c7c8c427f6425d51c58b8' 'a882a8d895c3ca8c3bfe5dc8610f46bb']","[-0.02039095 -0.00836342  0.02371453 ... -0.01614113  0.01132604
 -0.01111491]"
c07712fcdaf54969a1f0b52b67eedb08,F_EVCC_CMN_TB_VTB_CMSLACPARM_003,TEST_CASE,A specific test case related to the EVCC CMN TB VTB CmSlacParm functionality,107,,['957d79ac926c7c8c427f6425d51c58b8'],"[-0.01036662  0.00889978 -0.00959089 ...  0.00332684  0.00242769
 -0.01557109]"
a77652fc1f894010aa2d11f5b1895713,TABLE_142,DOCUMENT_SECTION,A table in the document that lists the test case description for 'TC_EVCC_CMN_VTB_CmSlacParm_008',108,,['957d79ac926c7c8c427f6425d51c58b8'],"[-0.01878931  0.02164584 -0.01749971 ... -0.00829226 -0.01229972
 -0.02570877]"
d93b9ba3eaa74fae84db507a4ddc5817,TC_EVCC_CMN_VTB_CMSLACPARM_008,TEST_CASE,A specific test case related to the EVCC CMN VTB CmSlacParm functionality,109,,['957d79ac926c7c8c427f6425d51c58b8'],"[-0.00925907  0.01268307 -0.00891667 ...  0.00055685  0.00077887
 -0.01626401]"
410095ada6af4c979ac934b9c13f0539,TEST_OBJECTIVE,TECHNICAL_TERM,The goal or purpose of a specific test case,110,,"['801f1b08acd1dd21d9f7c71417653091' '957d79ac926c7c8c427f6425d51c58b8'
 'a882a8d895c3ca8c3bfe5dc8610f46bb']","[-0.00267222  0.00203388  0.02177166 ...  0.00807439  0.0004864
 -0.01564626]"
fa8e2425acda402ab71920fdcb3a179c,CM_SLAC_PARM.REQ,MESSAGE,A request message used in the communication process,111,,['957d79ac926c7c8c427f6425d51c58b8'],"[-0.00158421  0.01838656 -0.00894369 ... -0.00028881  0.00435398
 -0.01701381]"
4df3a220bfe14cffaccec223bac8daa9,CM_SLAC_PARM.CNF,MESSAGE,"""CM_SLAC_PARM.CNF"" is a confirmation message used in the communication process. It contains the current runID, EV MAC, and additional valid parameters, ensuring that all necessary information is conveyed accurately during the communication.",112,,['3cbb86ac163ea9e314b953dbf0af5de4' '957d79ac926c7c8c427f6425d51c58b8'],"[-0.0023086   0.01604619 -0.01471241 ...  0.00417827  0.00215548
 -0.01916288]"
755dd92371a84a658f103e0a942bc35b,DOCUMENT_REFERENCE,TECHNICAL_TERM,A reference to a specific document or section within a document,113,,"['801f1b08acd1dd21d9f7c71417653091' '957d79ac926c7c8c427f6425d51c58b8'
 'a882a8d895c3ca8c3bfe5dc8610f46bb']","[-0.02772012  0.01202961 -0.01540149 ... -0.00678231 -0.01342332
 -0.01942207]"
97f5423c3f8546d9bb888b7cb7aa004a,ISO:15118-3:2015:IS,DOCUMENT,"The ISO:15118-3:2015:IS is an International Standard document that serves as a reference for the ISO 15118-3:2015 standard. This ISO standard specifies the communication protocol for electric vehicle charging, ensuring interoperability and compliance within the electric vehicle charging infrastructure.",114,,"['957d79ac926c7c8c427f6425d51c58b8' '9d51da4c009f3383f6178ae36d391c61'
 'b5864dde590dd2593deadbe32d3b3c2b']","[-0.00404974 -0.00537499  0.00206025 ... -0.03180604  0.00829891
 -0.05089995]"
84dcb848cefc445aa5d72495fe406501,15118-3:A.9.1.2,DOCUMENT_SECTION,A section in the ISO 15118-3 document,115,,['957d79ac926c7c8c427f6425d51c58b8'],"[-0.00686578  0.01567621  0.0020141  ... -0.02309761  0.00519895
 -0.03251657]"
e95eb56bd93b4bb0a2b1c6dc72ad61a3,15118-3:A.9.1.3.2,DOCUMENT_SECTION,A section in the ISO 15118-3 document,116,,['957d79ac926c7c8c427f6425d51c58b8'],"[-0.00590162  0.01661391  0.00292124 ... -0.02461855  0.00259099
 -0.03136138]"
f7991ab764724654b027643aec0eb8f8,15118-3:A.9.2.1,DOCUMENT_SECTION,A section in the ISO 15118-3 document,117,,['957d79ac926c7c8c427f6425d51c58b8'],"[-0.00724944  0.01617183  0.00075225 ... -0.02409841  0.00338905
 -0.02992718]"
6b920a1e0a1c45aa97230c2edac46fff,TABLE_143,DOCUMENT_SECTION,A table in the document that lists the test case description for 'TC_EVCC_CMN_VTB_CmSlacParm_009',118,,['957d79ac926c7c8c427f6425d51c58b8'],"[-0.01717347  0.02052985 -0.01639032 ... -0.00781757 -0.01067049
 -0.02609585]"
2319efba8aab4af2be101dac79666e39,TC_EVCC_CMN_VTB_CMSLACPARM_009,TEST_CASE,A specific test case related to the EVCC CMN VTB CmSlacParm functionality,119,,['957d79ac926c7c8c427f6425d51c58b8'],"[-0.00855676  0.0128102  -0.00929773 ... -0.00075121  0.00014394
 -0.01702802]"
bba76aa82dc2483197aa7ab6b9e9b069,CM_START_ATTEN_CHAR.IND,MESSAGE,"""CM_START_ATTEN_CHAR.IND"" is an indication message related to the start of attenuation characterization. It is used in the communication process.",120,,['3cbb86ac163ea9e314b953dbf0af5de4' '957d79ac926c7c8c427f6425d51c58b8'],"[-0.00878306  0.01198565 -0.00153515 ... -0.01286533 -0.02256932
 -0.02908445]"
16f313164d7d4e6297b10d22578b6cbd,CM_MNBC_SOUND.IND,MESSAGE,"""CM_MNBC_SOUND.IND"" is an indication message related to MNBC sound, which is used in the communication process.",121,,['3cbb86ac163ea9e314b953dbf0af5de4' '957d79ac926c7c8c427f6425d51c58b8'],"[-0.01709698 -0.00249584  0.00700585 ... -0.01133062 -0.01682752
 -0.03017906]"
90c0dd2d0d9e46669f5ba26a04b18234,CM_ATTEN_CHAR.RSP,MESSAGE,"""CM_ATTEN_CHAR.RSP"" is a response message related to attenuation characterization, utilized in the communication process.",122,,['3cbb86ac163ea9e314b953dbf0af5de4' '957d79ac926c7c8c427f6425d51c58b8'],"[-0.00170297  0.01390177 -0.004218   ... -0.00932436 -0.0211985
 -0.02848168]"
e1226e1d9f45438c99709fd3e2e8fabd,CM_VALIDATE.REQ,MESSAGE,"""CM_VALIDATE.REQ"" is a request message used in the communication process.",123,,['1cfc5b3783ecea8b1b50c0cf0b9da1d4' '957d79ac926c7c8c427f6425d51c58b8'],"[-0.00114878  0.01057523 -0.01705682 ...  0.00539678  0.00311799
 -0.01475074]"
efa2517431b14e6fa10e16a863b014da,CM_SLAC_MATCH.REQ,MESSAGE,A request message used in the communication process,124,,['957d79ac926c7c8c427f6425d51c58b8'],"[-0.01168354  0.01296251  0.00185105 ... -0.00191327  0.01123418
 -0.00538203]"
5b9857db276c48569a89c5ca2f9e5d8f,F_RANDOMHEXSTRINGGEN,TECHNICAL_TERM,A function or method related to generating random hexadecimal strings,125,,['957d79ac926c7c8c427f6425d51c58b8'],"[-0.02238313 -0.00060223 -0.01320238 ... -0.01614521  0.01514714
 -0.03270139]"
02994e09e7b540389fe62c421eaddbe4,15118-3:A.6.5.2,DOCUMENT_SECTION,A section in the ISO 15118-3 document,126,,['957d79ac926c7c8c427f6425d51c58b8'],"[-0.00923446  0.01734518  0.00147986 ... -0.0230564   0.00677546
 -0.02987814]"
3f4fb4f8f02d4d21ae200656ee4a2497,V2G3-A06-05,REQUIREMENT,A specific requirement referenced in the document,127,,['957d79ac926c7c8c427f6425d51c58b8'],"[-0.00038023 -0.00088797  0.00206003 ... -0.02796328  0.00110893
 -0.00226936]"
2fc7d89ff1e6461ca0c61429e304d148,TC_EVCC_CMN_VTB_ATTENUATIONCHARACTERIZATION_005,TEST_CASE,A specific test case related to the EVCC CMN VTB attenuation characterization functionality,128,,['3cbb86ac163ea9e314b953dbf0af5de4'],"[ 0.00558883  0.00338345 -0.00525575 ... -0.01247495 -0.00213526
 -0.00472281]"
b84dff3ecbfb4e008670d6737886f7d6,TEST_SYSTEM,SYSTEM,"The TEST_SYSTEM is the system that executes the test procedures, checks the responses from the System Under Test (SUT), and sends/receives messages.",129,,"['1cfc5b3783ecea8b1b50c0cf0b9da1d4' '3cbb86ac163ea9e314b953dbf0af5de4'
 '9d51da4c009f3383f6178ae36d391c61']","[-1.53577877e-02  9.19522718e-05  6.27633708e-04 ... -2.56051403e-02
 -9.80382971e-03 -1.93693489e-02]"
3002ba36e9de4227bb0fb12dc9b87b2f,CM_ATTEN_CHAR.IND,MESSAGE,An indication message containing attenuation entries and other parameters,130,,['3cbb86ac163ea9e314b953dbf0af5de4'],"[ 0.00747417  0.01199478 -0.01682591 ... -0.02595378 -0.01382902
 -0.0344895 ]"
20d55436b4164a3d9f28648cf1058b05,TT_EV_ATTEN_RESULTS_TIMER,TIMER,A timer that expires before sending the CM_ATTEN_CHAR.IND message,131,,['3cbb86ac163ea9e314b953dbf0af5de4'],"[-0.03092237  0.00768035  0.00062717 ... -0.00504247  0.009805
 -0.04723055]"
a7e1daa576b3451d8b536bfcbc2d4e28,TT_MATCH_RESPONSE_TIMER,TIMER,"The ""TT_MATCH_RESPONSE_TIMER"" is a timer associated with the expiration of the match response. It is specifically designed to expire before the CM_ATTEN_CHAR.RSP message is sent.",132,,['1665ff673abe57f406cf7a5a48bacc00' '3cbb86ac163ea9e314b953dbf0af5de4'],"[-0.04651318  0.00558816  0.00023412 ... -0.00114793 -0.00375283
 -0.01364168]"
7109c747f1ad43eeb71b83435c7b6b20,ISO_15118-3:2015:IS,DOCUMENT,"ISO_15118-3:2015:IS is an ISO standard referenced in the document and the test case. This standard is part of the ISO 15118 series, which pertains to the communication interface between electric vehicles and the charging infrastructure. The 2015 edition of this standard specifies the physical and data link layer requirements for high-level communication, ensuring interoperability and compliance within the electric vehicle charging ecosystem.",133,,"['1665ff673abe57f406cf7a5a48bacc00' '3cbb86ac163ea9e314b953dbf0af5de4'
 '801f1b08acd1dd21d9f7c71417653091' 'a882a8d895c3ca8c3bfe5dc8610f46bb']","[ 0.00646095 -0.00355825  0.00538467 ... -0.03206667  0.01069759
 -0.04328608]"
8a14891646b44175aabee6ed0fdad888,V2G3-A09-23,REQUIREMENT,A specific requirement referenced in the document,134,,['3cbb86ac163ea9e314b953dbf0af5de4'],"[ 0.00092173 -0.00034951  0.00252871 ... -0.02615281 -0.00271924
  0.00157104]"
32ea7a265ca348f18cfcd4f3066f33a9,V2G3-A09-25,REQUIREMENT,A specific requirement referenced in the document,135,,['3cbb86ac163ea9e314b953dbf0af5de4'],"[-0.00448447 -0.00453441  0.00565636 ... -0.02801877 -0.00301129
 -0.00275494]"
8835ae0e81b24ab8bb084a8aee5be8a5,V2G3-A09-28,REQUIREMENT,A specific requirement referenced in the document,136,,['3cbb86ac163ea9e314b953dbf0af5de4'],"[-0.00039244 -0.00485925  0.00249961 ... -0.02631592 -0.00535584
  0.00157642]"
fea634eeb789405caec6143a2c8267be,V2G3-A09-30,REQUIREMENT,A specific requirement referenced in the document,137,,['3cbb86ac163ea9e314b953dbf0af5de4'],"[-0.00028254 -0.00515445  0.00233535 ... -0.02499491 -0.00469739
  0.00015305]"
69384fa7159e45c598fbd942c6545b1b,V2G3-A09-31,REQUIREMENT,A specific requirement referenced in the document,138,,['3cbb86ac163ea9e314b953dbf0af5de4'],"[ 0.00124906 -0.00381142  0.00135669 ... -0.02633954 -0.00351439
 -0.00037317]"
45fd0df63fb14ab18610ea2475eb9a99,V2G3-A09-32,REQUIREMENT,A specific requirement referenced in the document,139,,['3cbb86ac163ea9e314b953dbf0af5de4'],"[ 0.00400006 -0.00497008  0.00224837 ... -0.02744042 -0.00251671
  0.00255171]"
e3aeeaf4a0e7467ea12af5865b8abe96,V2G3-A09-35,REQUIREMENT,A specific requirement referenced in the document,140,,['3cbb86ac163ea9e314b953dbf0af5de4'],"[-1.27173902e-03  6.94896735e-05  4.59391810e-03 ... -2.69172285e-02
  2.19202181e-03 -3.60784121e-03]"
17815601956c485a858cf705947063af,F_EVCC_CMN_PR_CMSLACPARM_001,TEST_CASE,A specific test case related to the EVCC CMN PR CmSlacParm functionality,141,,['3cbb86ac163ea9e314b953dbf0af5de4'],"[-0.00185875  0.02028509 -0.00820142 ...  0.00322506  0.00331459
 -0.01673234]"
61dc36c936e648ffbc1a1b059797ece5,F_EVCC_CMN_TB_VTB_ATTENUATIONCHARACTERIZATION_005,TEST_CASE,A specific test case related to the EVCC CMN TB VTB attenuation characterization functionality,142,,['3cbb86ac163ea9e314b953dbf0af5de4'],"[ 0.0063527  -0.00194892 -0.00575463 ... -0.01223946 -0.00142823
 -0.00646396]"
be1f551fc0f243e7bf2f435cbb5631a6,TABLE_156,DOCUMENT_SECTION,A table in the document that lists the test case description for 'TC_EVCC_CMN_VTB_AttenuationCharacterization_006',143,,['3cbb86ac163ea9e314b953dbf0af5de4'],"[-0.01481424  0.01966104 -0.00722228 ... -0.01759362 -0.01313702
 -0.02869745]"
40b6b809a0764a5dac9b409388e2dc30,TC_EVCC_CMN_VTB_ATTENUATIONCHARACTERIZATION_006,TEST_CASE,A specific test case related to the EVCC CMN VTB attenuation characterization functionality,144,,['3cbb86ac163ea9e314b953dbf0af5de4'],"[ 0.00637579  0.00366529 -0.00561335 ... -0.01134562 -0.00027542
 -0.00666608]"
0f6d814ef7b047e19165e5a00e1beb23,TABLE_157,DOCUMENT_SECTION,A table in the document that lists the test case description for 'TC_EVCC_CMN_VTB_AttenuationCharacterization_007',145,,['3cbb86ac163ea9e314b953dbf0af5de4'],"[-0.01485769  0.02246505 -0.00992115 ... -0.01485769 -0.01386214
 -0.02828729]"
99f3525e222443f9afcc0809257ee089,TC_EVCC_CMN_VTB_ATTENUATIONCHARACTERIZATION_007,TEST_CASE,A specific test case related to the EVCC CMN VTB attenuation characterization functionality,146,,['3cbb86ac163ea9e314b953dbf0af5de4'],"[ 0.00536004  0.00335616 -0.00528297 ... -0.01248574 -0.0013549
 -0.00586101]"
91276c3d3c294d62b767b3efef3c7296,CONFIG_ID,TECHNICAL_TERM,CONFIG_ID is a configuration identifier used in the context of the document.,147,,['801f1b08acd1dd21d9f7c71417653091' 'a882a8d895c3ca8c3bfe5dc8610f46bb'],"[ 0.01620364  0.02525821  0.01201017 ...  0.00739248  0.01297682
 -0.0258841 ]"
fdffa83356684dd1a5dc756a139e771a,PIXIT_EVCC_CMN_CMVALIDATE,TECHNICAL_TERM,"""PIXIT_EVCC_CMN_CMVALIDATE is a specific PIXIT selection parameter related to the EVCC common validation process. This parameter plays a crucial role in ensuring that the Electric Vehicle Communication Controller (EVCC) adheres to the necessary compliance standards during the CM (Configuration Management) validation phase. By focusing on this parameter, stakeholders can ensure that the EVCC operates within the defined regulatory requirements and industry best practices, fostering effective collaboration and compliance within the electrical engineering community.""",148,,['1cfc5b3783ecea8b1b50c0cf0b9da1d4' '801f1b08acd1dd21d9f7c71417653091'],"[-0.00139021  0.01528197  0.00350298 ...  0.01865965  0.00411913
 -0.03331002]"
b7236564d7d14482a6be4c23ccadd52c,PIXIT_EVCC_CMN_FALLBACKVALIDATIONFAILED,TECHNICAL_TERM,A specific PIXIT selection parameter related to fallback validation failure,149,,['801f1b08acd1dd21d9f7c71417653091'],"[-0.0151695   0.01177518  0.00215854 ...  0.00471876  0.00607576
 -0.02696639]"
8a624521492b4c618674ba65f67ac751,F_EVCC_CMN_TB_VTB_CMVALIDATE_012,TEST_CASE,A specific test case related to the EVCC CMN TB VTB CM validation functionality,150,,['801f1b08acd1dd21d9f7c71417653091'],"[-0.00952872 -0.00943655 -0.0174126  ...  0.00448786  0.0086354
 -0.01911416]"
1f988d628c0e4e67b6aec638fd5e8689,F_EVCC_CMN_TB_VTB_CMSLACPARM_001,TEST_CASE,"""F_EVCC_CMN_TB_VTB_CMSLACPARM_001"" is a specific test case related to the EVCC CMN TB VTB CM SLAC parameter functionality. This test case focuses on the common SLAC (Signal Level Attenuation Characterization) parameter functionality within the Electric Vehicle Communication Controller (EVCC) framework. It ensures that the SLAC parameters are correctly implemented and function as intended, adhering to the necessary compliance standards and fostering reliable communication between electric vehicles and charging stations.",151,,['1cfc5b3783ecea8b1b50c0cf0b9da1d4' '801f1b08acd1dd21d9f7c71417653091'],"[ 0.00374839  0.01153888  0.00071156 ...  0.00164516 -0.00126753
 -0.02640654]"
554626bc4a0249b4b916b9b1bd4424a8,F_EVCC_CMN_TB_VTB_ATTENUATIONCHARACTERIZATION_001,TEST_CASE,"The entity ""F_EVCC_CMN_TB_VTB_ATTENUATIONCHARACTERIZATION_001"" refers to a specific test case associated with the EVCC CMN TB VTB attenuation characterization functionality. This test case is designed to evaluate the common attenuation characterization functionality within the Electric Vehicle Communication Controller (EVCC) framework. The primary focus of this test case is to ensure that the attenuation characteristics of the EVCC are accurately measured and comply with the necessary standards and regulatory requirements. This is crucial for maintaining the integrity and performance of the communication systems in electric vehicles.",152,,['1cfc5b3783ecea8b1b50c0cf0b9da1d4' '801f1b08acd1dd21d9f7c71417653091'],"[ 0.0074924  -0.00111973  0.00119369 ... -0.00906105 -0.00778136
 -0.02445177]"
482f1f3ea3c141588da4bbe9321a3244,F_EVCC_CMN_TB_VTB_CMVALIDATE_006,TEST_CASE,A specific test case related to the EVCC CMN TB VTB CM validation functionality,153,,['801f1b08acd1dd21d9f7c71417653091'],"[-0.00913194 -0.00770056 -0.014245   ...  0.00253761  0.01116203
 -0.01852538]"
29d6eba0073946388f565c8d4573210d,TABLE_178,DOCUMENT_SECTION,A table in the document that lists the test case description for 'TC_EVCC_CMN_VTB_CmValidate_013',154,,['801f1b08acd1dd21d9f7c71417653091'],"[-0.01516668  0.01751941 -0.01695924 ... -0.00974701 -0.0094039
 -0.02600603]"
4e506da0331b47ee90aa29785356fa93,TC_EVCC_CMN_VTB_CMVALIDATE_013,TEST_CASE,A specific test case related to the EVCC CMN VTB CM validation functionality,155,,['801f1b08acd1dd21d9f7c71417653091'],"[-0.00731875 -0.00459696 -0.01346902 ...  0.0013609   0.00960673
 -0.01842981]"
dbc14472a1374d22a3776d62d5de0197,TABLE_179,DOCUMENT_SECTION,A table in the document that lists the test case description for 'TC_EVCC_CMN_VTB_CmValidate_014',156,,['801f1b08acd1dd21d9f7c71417653091'],"[-0.01956825  0.01235927 -0.01679502 ... -0.00692246 -0.00573394
 -0.02900572]"
b1bbcddfa6cf439aad3afaa2446153b5,TC_EVCC_CMN_VTB_CMVALIDATE_014,TEST_CASE,A specific test case related to the EVCC CMN VTB CM validation functionality,157,,['801f1b08acd1dd21d9f7c71417653091'],"[-0.00782613 -0.0057574  -0.0129033  ...  0.00143234  0.01181634
 -0.01755971]"
a11ad394f8874e8d9204668b018ccbf7,F_EVCC_CMN_TB_VTB_CMVALIDATE_010,TEST_CASE,"""F_EVCC_CMN_TB_VTB_CMVALIDATE_010"" is a specific test case associated with the EVCC CMN TB VTB CM validation functionality. It is also related to the EVCC common validation process, ensuring that the validation procedures for the Electric Vehicle Communication Controller (EVCC) are thoroughly tested and compliant with the necessary standards. This test case plays a crucial role in verifying the integrity and reliability of the EVCC's validation mechanisms, contributing to the overall robustness and compliance of the system.",158,,['1cfc5b3783ecea8b1b50c0cf0b9da1d4' '801f1b08acd1dd21d9f7c71417653091'],"[-0.00468019 -0.01362752 -0.01985412 ...  0.01286285  0.0072234
 -0.03165189]"
c78e373a990f4ff9950ec605a8dc3fba,F_EVCC_CMN_TB_VTB_CMVALIDATE_004,TEST_CASE,"""F_EVCC_CMN_TB_VTB_CMVALIDATE_004"" is a specific test case associated with the EVCC CMN TB VTB CM validation functionality. It is also related to the EVCC common validation process, ensuring that the validation procedures adhere to the necessary compliance standards and industry best practices. This test case plays a crucial role in verifying the integrity and correctness of the EVCC validation mechanisms, fostering collaboration among stakeholders to maintain high standards in electrical engineering projects.",159,,['1cfc5b3783ecea8b1b50c0cf0b9da1d4' '801f1b08acd1dd21d9f7c71417653091'],"[-0.01020978 -0.0120244  -0.02035109 ...  0.0106001   0.00706673
 -0.02588396]"
f29f81936d4247e7a801e7524700694d,F_EVCC_CMN_PR_ATTENUATIONCHARACTERIZATION_001,TEST_CASE,"""F_EVCC_CMN_PR_ATTENUATIONCHARACTERIZATION_001"" is a specific test case related to the EVCC common attenuation characterization functionality. This test case focuses on evaluating the attenuation characteristics of the Electric Vehicle Communication Controller (EVCC) in a common mode noise (CMN) environment, ensuring that the EVCC meets the necessary performance and compliance standards.",160,,['1cfc5b3783ecea8b1b50c0cf0b9da1d4' '801f1b08acd1dd21d9f7c71417653091'],"[ 0.01049472  0.01350002 -0.00110825 ...  0.01156463  0.00837533
 -0.01895864]"
